theta1,theta2,theta3,theta4,theta5,theta6,theta7,x,y,phi
2.2,-1.89,-0.74,0.21,-2.46,-0.29,1.25,0.55,-2.82,-98.55
1.46,-1.67,1.44,0.99,-1.34,0.62,0.89,1.99,12.44,136.94
2.64,-2.4,0.55,1.84,-1.97,1.18,-3.14,1.79,6.33,-74.48
1.86,-2.55,1.57,2.44,-2.67,-1.21,1.08,6.63,3.72,29.79
2.35,-1.58,0.59,2.21,-0.06,-1.55,-2.89,-3.5,4.33,-53.29
2.28,-2.97,0.18,0.44,-0.1,-0.71,-0.84,8.66,-5.91,-98.55
3.01,-0.21,-0.66,2.14,-0.72,-0.28,-2.08,-11.08,1.97,68.75
2.58,-1.0,-0.17,1.18,-2.01,-0.44,1.3,1.02,11.81,82.51
0.48,-2.15,-0.81,0.62,-1.55,0.93,0.28,-6.57,-8.16,-126.05
2.14,-2.58,-0.18,0.63,-2.68,1.52,-1.43,2.13,-5.14,-147.82
2.85,-1.35,1.46,1.6,-1.82,-0.99,-1.6,-5.33,5.0,8.59
1.53,-1.85,0.47,1.84,-1.03,-0.11,-3.03,5.58,6.24,-124.9
1.74,-1.79,-0.02,2.6,-2.07,-1.55,1.29,8.37,2.99,11.46
2.84,-1.67,-1.23,0.71,-0.49,0.86,-0.14,8.44,8.86,50.42
0.19,-1.64,1.41,0.11,-2.23,-1.04,0.61,1.73,-5.18,-148.4
2.17,-2.7,-0.14,1.61,-2.86,-1.25,-0.64,-1.14,0.54,-218.3
2.1,-0.63,0.32,2.98,-2.64,-0.77,-0.5,-0.58,11.05,49.27
0.47,-0.51,-1.38,0.08,-0.5,0.53,-2.83,4.3,-6.6,-237.2
2.87,-2.11,0.14,0.5,-1.1,-1.22,-2.79,3.18,6.91,-212.57
3.09,-1.5,0.37,1.69,-2.71,0.48,-2.68,-3.06,5.83,-72.19
2.17,-1.03,0.36,0.09,-0.38,0.45,-2.88,1.28,11.81,-69.9
0.44,-2.13,1.34,2.07,-3.11,-0.05,-2.35,2.72,-3.23,-217.15
3.05,-1.44,0.18,1.33,-2.6,0.27,1.02,-2.29,10.67,103.71
0.71,-2.16,-0.49,2.08,-0.83,-0.94,0.36,6.29,-9.31,-72.77
3.02,-0.7,-0.45,0.43,-0.09,0.34,-2.83,-7.75,9.1,-16.04
1.41,-1.87,-1.47,2.7,-2.02,-0.26,-3.04,4.09,-1.64,-260.7
0.51,-1.61,0.88,2.05,-0.33,-0.64,0.05,8.46,7.23,52.14
0.3,-1.94,-0.35,1.16,-2.05,1.02,-1.5,-2.68,-8.38,-192.51
0.28,-0.96,0.68,2.84,-1.98,-1.11,0.4,10.98,1.51,8.59
1.19,-0.25,0.76,1.89,-0.53,-0.65,0.39,-6.88,8.45,160.43
0.73,-2.69,-0.44,1.92,-1.02,-0.8,-1.39,-2.33,-6.54,-211.42
0.74,-1.36,-0.64,2.66,-2.65,-0.24,-2.33,4.11,-2.98,-218.87
0.23,-0.32,1.03,1.56,-1.15,0.08,-2.2,7.09,7.03,-44.12
1.68,-0.57,-1.56,2.7,-1.77,-0.37,-2.99,3.81,6.36,-165.01
2.72,-1.68,-0.01,0.44,-2.29,-0.6,0.22,3.51,1.18,-68.75
1.32,-1.78,-1.57,1.87,-2.74,0.54,-0.93,-2.45,-3.32,-188.5
0.67,-2.7,-0.79,1.33,-1.05,1.36,-2.15,-4.88,-7.23,-190.79
0.96,-1.05,-1.09,1.48,-1.5,1.5,0.82,11.65,0.91,64.17
2.32,-2.9,-0.31,0.89,-3.07,-1.2,-3.12,2.02,-1.64,-423.42
1.67,-0.89,-0.79,0.57,-2.0,0.11,0.92,9.36,-0.35,-23.49
0.16,-1.02,0.14,0.69,-1.87,0.41,0.78,9.77,-9.71,-40.68
2.84,-1.47,0.39,3.12,-1.94,0.21,0.23,-9.32,3.07,193.66
2.34,-1.64,-1.18,1.12,-0.45,-0.34,-1.29,9.65,1.37,-82.51
2.76,-1.89,0.97,0.07,-1.27,0.57,-2.19,2.08,9.37,-56.15
2.35,-0.94,0.53,1.62,-0.44,0.39,1.36,-8.98,2.25,279.03
2.99,-1.64,-0.31,0.39,-1.39,0.4,1.49,3.57,10.95,110.58
2.99,-0.57,1.44,2.48,-0.34,1.39,0.76,-0.94,4.45,466.96
0.37,-0.16,0.77,0.17,-2.49,0.54,1.09,11.9,2.27,16.62
2.16,-0.53,-1.37,1.39,-0.2,-0.77,0.13,4.65,13.57,46.41
3.01,-1.81,0.37,0.65,-2.35,-1.39,-1.28,-2.83,3.49,-160.43
0.87,-1.21,0.08,0.46,-2.46,0.51,0.12,6.65,-5.95,-93.39
1.92,-0.19,-1.07,2.73,-1.36,-0.44,-0.87,-0.98,12.12,41.25
2.42,-2.43,0.98,0.02,-2.8,-1.31,-0.11,-2.17,3.52,-185.07
2.43,-0.66,1.35,2.92,-0.63,0.14,0.93,3.45,0.43,371.28
1.62,-0.72,0.57,1.31,-1.02,1.53,-2.64,-1.61,11.43,37.24
2.17,-0.88,-0.16,1.08,-1.67,1.4,0.27,-1.39,14.36,126.62
2.05,-1.54,-0.27,2.55,-2.72,-0.37,-2.71,3.51,4.0,-172.46
2.1,-1.01,0.05,0.02,-2.87,0.23,-2.35,-0.11,5.56,-219.44
0.43,-1.37,-0.14,0.73,-2.54,-1.01,-0.99,3.48,-0.48,-280.18
2.78,-0.34,0.4,0.63,-1.16,0.35,1.2,-14.78,3.79,221.16
0.26,-3.0,0.93,0.15,-3.09,-0.22,0.57,-0.74,2.04,-252.1
1.66,-1.86,-0.1,2.77,-2.27,-0.96,1.5,8.77,3.27,42.4
0.05,-1.87,0.89,0.71,-2.77,0.02,0.25,-1.4,-6.67,-155.84
1.66,-0.62,-0.81,1.91,-2.06,-1.27,-2.47,3.38,6.44,-209.7
0.76,-1.0,0.59,2.86,-2.28,1.5,-3.1,5.66,3.9,-38.39
2.72,-3.02,-0.96,1.15,-0.64,1.09,1.5,6.88,-0.83,105.42
2.29,-0.76,-1.13,2.67,-0.19,-0.58,1.54,-7.73,6.43,220.02
2.12,-0.63,-0.08,0.7,-0.61,-0.65,0.83,-0.43,16.09,96.26
2.69,-0.53,-1.01,0.39,-1.97,-0.23,-3.12,-0.3,6.87,-216.58
2.73,-2.35,0.65,2.9,-1.31,0.04,1.08,-6.89,3.29,214.29
3.11,-0.4,0.99,0.02,-0.75,0.35,-3.09,-11.47,-1.01,13.18
0.48,-1.2,-1.01,0.44,-0.13,-0.53,0.48,4.1,-12.65,-84.22
2.23,-1.23,1.03,1.39,-1.99,0.22,1.21,-5.94,11.3,163.87
2.47,-2.51,-0.11,2.8,-2.54,1.22,1.42,1.58,5.92,157.56
1.24,-2.55,-0.55,0.26,-2.55,-0.19,-2.41,0.66,-1.63,-386.75
0.79,-0.45,-0.79,0.13,-2.45,1.12,0.08,6.22,-5.16,-89.95
0.43,-1.89,0.42,0.14,-1.05,-0.59,0.95,2.33,-11.79,-91.1
1.71,-0.14,-0.96,2.6,-2.88,-0.31,-1.09,5.27,4.9,-61.31
2.31,-1.44,1.35,2.89,-0.3,0.9,-2.26,-0.65,-1.16,197.67
1.44,-0.9,0.88,0.09,-0.28,0.55,-3.06,4.03,11.14,-73.34
1.2,-0.99,-0.96,0.4,-2.91,1.19,-2.61,3.77,0.89,-268.14
0.43,-1.02,-0.88,1.52,-0.63,-0.72,-1.72,7.38,-6.79,-173.03
1.66,-0.19,-0.36,1.76,-0.47,0.55,-1.36,-5.61,12.55,91.1
1.96,-2.65,-0.25,2.68,-0.44,-1.01,-0.24,7.59,4.42,2.86
2.95,-1.92,0.8,0.9,-1.1,-0.21,-0.79,-1.85,12.48,36.1
0.14,-1.9,1.13,0.76,-1.07,0.87,-1.77,9.81,-7.86,-105.42
2.08,-3.08,-0.76,1.55,-1.62,0.07,-2.11,-0.87,-6.11,-221.73
2.93,-0.57,0.53,2.95,-0.63,-1.19,-0.81,-7.28,-2.46,183.92
0.84,-2.4,0.1,0.51,-2.91,0.14,-2.75,1.91,-2.61,-370.7
2.44,-0.96,-1.02,2.33,-2.53,0.22,0.12,4.91,9.28,34.38
1.84,-0.65,1.02,0.72,-2.57,0.38,1.43,-0.9,11.89,124.33
2.49,-1.97,-0.08,0.22,-1.15,-0.14,-0.47,9.78,0.48,-63.03
0.38,-3.08,-0.5,2.83,-2.29,1.08,-0.96,-4.4,-5.97,-145.53
1.33,-0.23,0.81,0.06,-2.85,-0.29,-1.77,0.05,4.59,-168.45
0.81,-2.91,-0.64,1.71,-0.27,1.1,1.16,4.0,-4.33,55.0
1.23,-0.23,-0.62,1.7,-1.61,0.99,-0.08,6.27,13.64,79.07
2.32,-1.37,0.41,1.59,-0.22,1.19,1.38,-4.86,3.95,303.67
1.18,-1.73,-0.47,2.07,-0.12,0.05,0.92,7.71,7.49,108.86
1.17,-2.67,0.18,1.98,-0.79,0.55,-0.01,10.8,0.61,23.49
0.55,-2.96,-0.44,2.21,-1.67,1.21,1.04,1.83,-6.8,-3.44
0.25,-0.02,-0.93,1.36,-0.94,-1.27,-2.79,10.29,0.25,-248.66
1.61,-0.57,-0.57,2.06,-0.75,-1.25,-2.9,1.2,9.19,-135.79
2.25,-1.92,-1.02,1.64,-3.01,0.44,1.26,5.22,-2.39,-20.63
2.61,-3.08,-1.2,2.97,-0.69,-0.66,1.5,5.34,3.85,83.08
1.61,-1.07,1.0,3.11,-0.23,-0.99,-1.33,-2.41,2.84,120.32
1.42,-2.9,-1.15,2.23,-1.06,0.23,-3.04,0.77,-4.8,-244.65
0.7,-2.41,1.3,0.97,-1.38,-0.8,0.91,9.45,-6.49,-40.68
0.57,-2.51,-0.27,2.82,-1.15,0.72,-1.48,7.03,-4.8,-74.48
2.58,-0.91,0.56,2.01,-2.78,-1.05,-1.88,-2.21,4.56,-84.22
0.09,-0.36,0.91,1.38,-0.65,0.41,0.93,3.53,9.24,155.27
0.52,-1.15,-1.06,2.04,-0.96,1.2,0.09,12.31,-0.32,38.96
1.26,-1.91,0.24,0.45,-1.83,0.39,-1.73,4.93,-4.96,-179.34
0.84,-0.81,0.38,0.76,-2.65,-0.95,-0.27,3.51,0.04,-154.7
0.26,-1.22,0.76,1.87,-0.45,0.59,-1.16,8.31,6.88,37.24
1.17,-1.61,1.02,2.94,-0.47,-1.44,-2.56,1.87,2.38,-54.43
1.94,-2.86,0.2,0.26,-1.75,-1.24,1.36,-0.38,-5.83,-119.75
0.43,-0.66,-0.52,0.14,-1.68,-0.19,0.86,4.84,-8.58,-92.82
1.02,-0.37,-1.25,1.33,-1.82,0.06,1.5,11.9,0.67,26.93
1.3,-2.81,-1.39,3.0,-2.3,-1.52,0.52,-5.18,-0.94,-183.35
1.31,-2.59,-1.47,2.41,-2.55,-0.98,-2.37,-0.38,-0.62,-357.53
0.33,-2.74,1.55,1.84,-3.02,0.3,1.51,4.41,-5.94,-13.18
1.68,-0.62,0.62,0.57,-2.61,-1.24,1.35,3.8,5.1,-14.32
1.52,-1.66,-1.47,1.43,-3.0,1.3,-0.83,-0.57,-4.13,-155.27
1.67,-1.66,-0.5,2.88,-3.11,0.22,-0.84,7.28,-2.24,-76.78
1.04,-2.11,0.48,2.7,-0.94,-0.32,0.79,5.71,7.39,93.97
0.16,-2.15,-1.2,1.33,-2.74,-0.76,-0.77,1.94,0.7,-351.22
0.21,-2.12,0.79,1.4,-2.86,0.64,0.08,1.37,-9.45,-106.57
0.86,-2.13,1.38,1.22,-2.6,-0.94,-0.38,2.57,-3.5,-148.4
0.37,-1.39,-0.88,2.95,-1.98,0.7,1.31,9.18,-1.79,61.88
0.33,-2.49,-0.19,2.47,-2.83,1.54,-0.66,-0.24,-8.51,-104.85
0.42,-1.53,-0.24,1.32,-2.1,1.56,-1.39,6.27,-9.52,-112.3
1.07,-0.82,-0.03,1.15,-1.49,0.5,0.84,12.22,8.78,69.9
3.1,-1.92,-0.77,2.41,-1.72,0.58,-0.07,-0.86,11.41,92.25
1.25,-0.27,-1.5,1.99,-1.78,1.08,-1.49,10.66,5.02,-41.25
1.07,-0.84,0.65,2.61,-0.96,0.33,-1.91,-0.12,8.0,54.43
2.11,-1.23,0.16,2.5,-2.15,0.76,0.25,-3.49,11.5,137.51
2.91,-0.77,-0.95,0.1,-1.03,-0.21,1.5,2.81,10.67,88.81
0.7,-2.52,-1.31,1.88,-2.41,0.89,1.02,-5.36,-5.34,-100.27
0.78,-0.1,-1.46,0.74,-2.07,1.31,-2.05,6.06,-3.19,-163.29
1.81,-0.99,-0.39,2.27,-1.41,0.32,0.18,1.18,13.71,102.56
1.46,-0.66,-0.4,0.95,-3.06,-0.83,-1.86,1.69,6.18,-252.1
2.52,-0.46,-1.52,1.57,-1.41,0.14,-0.94,3.72,10.32,-5.73
0.02,-2.46,0.3,0.41,-0.42,-1.29,-1.8,-3.65,-5.34,-300.23
0.54,-1.11,-0.48,0.99,-1.32,0.95,-1.24,10.49,-8.37,-95.68
1.46,-0.34,-1.19,2.68,-2.36,-1.14,-1.29,4.27,2.45,-124.9
1.82,-0.27,0.65,2.61,-3.01,1.41,0.98,-6.1,4.55,240.07
2.87,-2.47,1.16,2.08,-0.62,0.15,0.5,-9.41,1.92,210.28
0.09,-1.96,-0.69,1.38,-0.07,-0.44,0.61,2.29,-12.91,-61.88
1.58,-0.61,0.35,1.92,-0.84,0.03,0.09,-6.25,11.52,144.39
1.11,-2.22,0.12,1.56,-1.93,1.48,0.1,11.14,-2.34,12.61
1.43,-2.74,1.17,3.13,-0.76,1.4,0.51,-4.09,-1.21,237.2
2.09,-1.08,1.03,2.89,-0.45,-1.15,-2.49,-1.86,3.04,48.13
0.53,-2.45,1.55,0.94,-1.52,1.03,-0.53,11.93,-3.56,-25.78
3.06,-1.82,1.06,2.5,-1.4,0.42,-2.96,-5.86,1.63,49.27
1.24,-1.3,-0.92,2.88,-0.52,-0.12,-0.86,7.43,8.31,22.92
2.76,-2.26,-0.53,0.82,-1.5,-0.27,1.15,9.88,0.55,9.74
2.32,-2.51,0.45,1.26,-1.15,0.16,-1.66,8.85,4.4,-64.74
3.14,-2.29,1.39,2.52,-1.89,0.23,1.53,-7.39,-0.37,265.28
0.51,-0.55,1.27,1.58,-2.9,0.57,0.73,8.74,7.56,69.33
0.6,-1.18,-0.09,1.74,-2.23,0.27,0.98,12.38,-3.33,5.16
0.75,-2.17,-1.37,1.79,-1.44,0.44,-0.79,-4.09,-8.48,-159.86
2.36,-2.98,0.75,1.1,-0.26,0.99,-1.88,6.53,7.56,4.58
0.4,-0.51,-1.42,1.7,-0.79,-1.49,-0.46,6.0,-6.33,-147.25
0.29,-1.13,1.56,2.31,-2.22,-1.28,0.11,9.75,0.58,-20.63
1.62,-1.5,-0.96,0.68,-1.38,-0.03,-0.94,4.56,-5.94,-143.81
3.13,-2.79,1.49,1.13,-0.81,-1.35,0.41,-1.99,9.96,69.33
2.15,-2.74,-1.29,0.87,-1.89,-0.15,-0.93,-5.31,-2.77,-228.04
1.65,-2.99,1.57,1.73,-0.37,1.01,-2.97,2.0,5.83,-21.2
1.2,-1.49,0.29,2.1,-3.09,1.09,-3.11,5.92,1.6,-172.46
1.99,-0.88,0.63,0.07,-0.97,1.14,0.26,-1.8,15.53,128.34
2.04,-0.71,-0.48,1.92,-0.71,-0.48,-0.98,-0.35,13.56,34.38
1.22,-0.17,-1.46,1.84,-2.85,0.87,-2.16,4.98,1.17,-155.27
1.05,-1.52,0.95,1.54,-0.71,0.58,-0.72,5.44,11.53,67.04
0.29,-1.41,-1.4,1.59,-1.77,-0.7,0.85,-3.81,-6.82,-146.1
2.45,-1.58,1.26,0.63,-2.1,-0.2,-0.42,2.75,9.3,2.29
1.39,-0.55,0.46,1.85,-0.25,-0.79,-2.35,-1.0,8.86,-13.75
1.57,-3.06,-1.15,3.13,-0.55,-1.05,-1.87,1.36,-2.81,-170.74
2.82,-1.03,-0.9,0.14,-0.44,-0.25,-1.54,5.29,7.21,-68.75
2.08,-1.75,1.07,1.27,-0.71,-1.11,-1.59,1.89,9.1,-42.4
3.05,-1.89,0.25,2.1,-2.19,-0.63,1.06,-1.32,10.56,100.27
3.13,-0.26,1.43,2.98,-3.14,1.17,-0.73,-4.83,-6.14,262.41
0.94,-0.88,0.25,0.62,-0.74,-1.09,0.94,14.35,3.55,2.29
2.11,-0.86,0.19,0.62,-1.02,-1.23,-1.29,2.6,8.4,-84.8
2.57,-3.03,1.27,2.09,-0.06,1.51,0.77,-2.85,-1.24,293.35
1.3,-2.22,-0.16,2.23,-2.07,0.11,-3.0,5.66,-1.75,-218.3
2.67,-0.65,0.46,0.39,-1.02,-0.86,-2.56,-7.01,7.59,-89.95
0.04,-2.28,-0.87,2.31,-1.14,-0.88,1.1,-3.46,-9.33,-98.55
0.27,-1.01,-1.23,2.54,-2.6,0.96,-2.48,3.19,-5.41,-203.4
1.99,-0.6,0.81,1.96,-0.36,-0.41,1.03,-8.47,0.1,253.25
1.72,-0.39,1.0,1.03,-0.07,1.06,-1.54,-9.66,4.28,161.0
1.46,-0.66,-0.11,1.78,-1.83,0.12,-2.5,5.39,8.18,-99.69
1.95,-1.83,0.09,2.56,-2.73,0.44,-2.71,4.86,3.33,-127.77
0.03,-2.15,-0.33,1.04,-2.82,1.22,0.03,-6.44,-4.64,-170.74
2.85,-1.61,0.52,1.52,-2.19,1.17,-0.76,-4.79,11.83,85.94
0.09,-0.23,-1.22,1.36,-0.56,0.89,-2.45,11.17,-5.22,-121.47
0.43,-1.69,-0.23,2.46,-0.06,1.09,-1.99,7.65,2.5,0.57
0.19,-2.46,0.41,1.16,-3.07,1.54,-3.01,-0.25,-3.79,-300.23
1.83,-2.22,0.72,1.64,-2.38,1.42,-0.77,9.12,6.29,13.75
1.5,-1.25,0.26,0.62,-1.44,1.45,-2.58,9.6,5.62,-82.51
1.3,-0.7,0.22,1.67,-0.58,1.41,-3.07,1.58,9.7,14.32
3.12,-1.29,-1.5,1.42,-3.1,0.75,0.16,3.65,0.82,-25.21
0.0,-2.42,0.22,0.67,-2.67,1.37,-0.41,-6.84,-4.51,-185.64
0.92,-0.57,0.73,2.2,-0.45,0.29,-3.03,0.18,5.75,5.16
0.11,-3.07,1.1,2.23,-1.36,-1.41,-1.94,0.26,-3.12,-248.66
1.27,-2.8,-0.4,2.48,-2.05,0.26,-2.58,1.14,-4.43,-218.87
0.12,-2.57,-1.26,0.12,-0.6,0.05,1.14,-8.88,5.05,-171.89
2.2,-1.14,-0.62,1.83,-2.19,-0.81,-1.2,3.88,3.37,-110.58
1.77,-0.12,-1.45,0.89,-1.94,-0.29,-2.24,3.18,4.1,-193.66
2.6,-2.71,0.59,0.74,-0.75,0.89,-0.13,7.01,10.45,70.47
3.02,-2.2,1.21,0.89,-2.77,-0.96,-1.55,-1.9,1.72,-135.22
1.65,-0.46,-0.31,0.86,-1.79,-1.27,-2.13,2.64,7.42,-197.67
0.87,-2.14,-0.31,2.79,-0.31,-0.58,0.63,8.59,4.14,54.43
2.53,-0.85,-0.25,2.89,-2.81,0.15,-0.95,-1.1,10.7,40.68
0.98,-1.19,0.82,1.96,-2.32,-1.36,-2.95,5.8,4.71,-232.62
2.55,-2.14,0.07,1.48,-2.02,0.02,1.09,7.72,7.78,60.16
1.41,-0.17,-0.4,2.28,-0.42,-1.08,-1.92,0.39,9.57,-17.19
0.21,-1.19,-0.52,1.51,-2.9,1.07,-0.16,2.48,-9.36,-113.45
2.41,-0.93,-1.23,1.82,-0.16,-0.09,1.29,-4.36,11.83,178.19
0.15,-2.76,-0.9,0.45,-0.1,1.39,-1.96,-9.58,-1.21,-213.71
1.41,-0.34,-0.24,0.02,-1.98,0.78,0.61,10.77,5.91,14.9
1.52,-1.04,1.35,1.33,-0.33,-1.36,-3.0,-2.82,6.78,-87.66
1.88,-3.06,1.44,2.67,-2.7,0.39,-2.86,3.08,1.3,-128.34
0.85,-0.67,0.45,0.46,-2.69,-1.16,0.43,3.17,0.77,-133.5
1.47,-2.8,0.78,0.66,-3.01,-0.91,0.06,-0.98,1.41,-214.86
2.39,-1.84,-1.13,2.79,-1.46,-1.08,-2.47,2.74,3.71,-160.43
1.98,-0.19,-0.9,2.87,-1.38,0.94,-2.11,-5.39,8.85,69.33
0.39,-0.22,0.15,2.12,-1.49,0.28,-2.67,7.86,5.68,-82.51
1.1,-0.23,0.1,1.02,-0.19,1.26,-2.13,1.58,13.13,53.29
0.49,-1.43,0.88,3.13,-1.63,-1.54,-3.14,4.01,1.66,-185.64
2.22,-2.68,-1.42,1.29,-2.77,1.04,-1.93,-3.21,-1.94,-243.51
1.03,-1.6,-0.06,0.4,-2.55,1.36,-0.51,5.0,-6.95,-110.58
3.09,-2.88,0.12,2.61,-0.45,1.28,1.26,-3.37,-0.37,288.2
0.84,-2.36,-0.68,2.36,-2.78,-1.26,-2.62,1.22,-2.36,-372.42
2.59,-1.01,0.43,1.47,-1.56,0.94,-2.31,-6.7,9.59,31.51
2.01,-2.75,-1.56,0.07,-3.02,1.42,-1.64,-1.35,2.29,-313.41
1.77,-0.04,0.92,2.75,-2.15,1.01,1.23,-3.33,-0.13,314.55
0.75,-1.01,1.3,0.96,-0.43,-0.67,-2.1,6.93,7.62,-68.75
0.51,-1.3,1.48,0.68,-2.56,-0.54,-1.07,4.55,-2.14,-160.43
2.57,-1.25,0.51,1.9,-1.48,0.42,-0.52,-9.37,9.98,123.19
0.15,-2.35,-0.05,1.75,-0.71,-0.66,-2.56,1.07,-7.12,-253.82
1.75,-0.6,0.7,2.81,-0.95,1.27,-0.18,-1.47,-1.6,275.02
1.53,-3.07,0.81,0.64,-2.22,-1.12,-1.42,0.79,-0.55,-277.88
0.7,-0.0,-1.03,1.19,-1.51,0.33,-0.61,13.68,0.0,-53.29
0.03,-1.37,-0.0,0.08,-1.34,-0.58,-1.75,0.31,-5.92,-282.47
0.79,-1.34,-0.55,0.3,-1.82,0.8,-1.95,1.96,-5.75,-216.01
2.73,-3.11,-0.8,0.15,-2.36,1.14,-0.12,-3.52,-7.46,-135.79
0.06,-0.74,1.1,2.59,-1.27,1.53,0.86,-0.03,-0.02,236.63
2.01,-0.2,0.95,0.74,-2.65,0.42,-2.31,-2.66,6.86,-59.59
0.71,-2.3,-1.05,0.17,-2.61,-0.26,0.0,1.53,2.75,-305.96
2.08,-1.69,1.32,1.93,-0.76,0.54,-1.78,-6.44,6.87,93.97
0.83,-2.01,-0.32,2.94,-2.24,0.27,-2.48,4.56,-3.87,-172.46
1.07,-0.21,-1.21,2.91,-0.16,1.15,-1.29,-2.64,7.23,129.49
2.76,-0.53,-0.63,0.92,-1.95,1.43,0.22,-6.4,12.48,127.2
1.52,-0.31,-1.35,1.22,-2.31,-1.05,-1.27,1.58,3.43,-203.4
0.75,-1.59,-0.55,0.14,-2.4,1.09,-2.52,1.36,-2.81,-291.06
0.1,-0.91,-0.43,2.97,-1.18,-0.85,-0.62,10.66,-2.88,-52.71
2.62,-0.08,-0.28,0.1,-2.51,0.3,0.59,-0.8,8.04,42.4
0.6,-0.19,1.48,1.15,-2.78,1.56,0.53,1.13,9.88,134.65
2.88,-0.96,-0.32,1.91,-2.63,-0.09,-1.58,-0.56,6.52,-45.26
1.4,-0.72,-0.01,2.52,-2.1,1.16,-2.42,3.88,9.21,-9.74
0.7,-1.13,1.51,2.57,-0.58,-1.24,-2.55,1.92,2.5,-41.25
2.53,-2.53,-1.45,3.08,-0.42,-0.28,-3.06,1.66,3.67,-122.04
2.95,-2.54,1.09,2.02,-1.56,-0.63,1.03,-4.43,9.54,135.22
0.36,-2.12,1.44,2.55,-1.72,1.56,0.07,2.35,5.14,122.61
0.14,-0.48,0.51,2.32,-1.02,0.19,-2.11,7.59,5.34,-25.78
2.89,-1.85,1.15,0.21,-2.59,0.76,-1.28,2.01,5.75,-40.68
2.59,-0.02,-0.37,1.45,-1.14,-1.18,0.53,-10.02,9.77,106.57
2.58,-1.46,-1.12,1.44,-2.27,-0.46,0.49,5.92,0.02,-45.84
0.23,-3.01,-0.99,2.65,-2.43,0.27,-2.49,-3.43,1.47,-330.6
2.25,-1.03,0.62,1.39,-2.78,-0.44,-0.77,2.7,5.87,-43.54
1.24,-0.52,-0.48,0.06,-1.12,-1.53,-0.83,4.96,1.84,-182.2
2.27,-1.58,-0.39,0.76,-1.6,1.37,-2.36,7.86,4.49,-87.66
1.92,-0.41,1.04,0.83,-2.4,0.75,1.51,-6.7,9.95,185.64
3.08,-0.48,-1.34,1.45,-0.14,-1.27,-2.53,-6.74,6.27,-70.47
0.48,-1.66,-1.22,1.76,-1.03,-0.39,-2.39,1.26,-6.62,-254.97
0.96,-2.32,1.24,1.92,-3.14,1.22,-0.18,9.31,-1.73,-17.19
1.33,-2.36,-0.2,1.99,-2.27,0.81,-2.82,4.27,-3.53,-201.68
2.09,-2.34,1.05,2.99,-2.42,-1.43,-2.19,2.35,2.19,-128.92
2.59,-2.06,-0.83,0.37,-1.6,1.15,0.67,9.73,-0.7,16.62
2.85,-1.47,1.47,0.51,-2.31,-0.06,-2.79,-4.71,5.17,-103.13
0.03,-0.89,1.55,2.07,-1.77,-1.22,-2.38,5.39,0.96,-149.54
2.55,-0.46,0.12,2.61,-2.35,0.46,-0.62,-10.62,7.01,132.35
2.0,-1.91,-0.04,2.26,-0.17,0.96,1.5,-1.86,4.2,263.56
0.72,-2.42,-1.51,2.99,-3.12,-0.81,0.49,-4.45,2.64,-209.7
1.48,-1.82,0.47,1.24,-1.34,1.07,0.01,10.31,8.97,63.6
1.25,-2.1,-0.98,1.24,-0.73,-0.92,1.39,4.59,-9.57,-48.7
2.52,-2.17,1.45,1.47,-1.29,-0.74,1.19,-4.81,10.72,139.23
0.83,-0.97,-0.56,2.95,-2.48,-0.63,1.42,10.69,0.69,32.09
3.04,-0.68,1.26,1.3,-1.96,-1.17,-0.54,-8.18,3.68,71.62
0.77,-2.45,1.33,0.52,-0.77,-0.94,-0.61,7.11,-7.18,-123.19
2.55,-2.25,-0.34,0.18,-1.05,0.66,-1.29,9.32,-2.71,-88.24
0.88,-2.7,-1.16,1.68,-1.59,0.8,0.49,-4.56,-8.6,-91.67
1.27,-2.25,-0.4,1.46,-2.41,0.62,-1.2,0.6,-6.81,-166.73
1.49,-0.18,-1.49,0.32,-3.06,-0.92,-0.16,-0.21,7.76,-229.18
0.47,-2.91,0.21,0.84,-0.88,-0.13,-0.69,-6.71,-8.65,-177.04
0.54,-1.3,1.33,1.17,-2.29,0.44,-0.53,12.26,0.3,-36.67
3.13,-0.55,-0.42,0.18,-1.03,-1.31,-1.6,-4.67,5.15,-91.67
1.9,-0.17,-1.02,2.95,-1.72,-1.53,0.87,0.63,10.95,73.34
1.68,-1.11,-0.46,1.75,-0.09,-0.1,-1.45,5.3,11.99,12.61
1.81,-0.61,0.66,1.51,-0.55,-1.03,-1.41,-3.43,10.75,21.77
1.8,-1.78,-1.03,0.51,-0.1,0.13,1.17,11.66,-1.76,40.11
0.04,-1.92,-1.44,1.25,-2.54,0.5,1.52,-5.72,-0.8,-148.4
0.65,-2.52,1.17,0.66,-1.9,-0.9,-0.15,-0.1,-6.04,-171.31
2.3,-1.92,-0.15,0.28,-2.42,0.66,-2.27,2.91,0.78,-201.68
0.75,-0.24,1.25,0.69,-1.15,-1.47,0.77,6.81,10.37,34.38
3.1,-1.32,0.59,2.93,-1.44,-0.06,-2.28,-7.16,1.53,87.09
2.63,-2.43,-0.78,2.74,-0.65,0.54,-2.81,1.78,5.42,-43.54
0.32,-0.43,-0.4,1.72,-2.82,-1.4,-2.58,7.27,0.4,-320.28
1.86,-2.56,1.29,2.32,-1.62,-0.79,-0.85,6.08,5.49,-20.05
0.74,-1.91,0.01,2.07,-3.01,-0.34,-2.93,3.71,-2.73,-307.68
